0.0,0.014:
143.1818181818182,0.014:
143.1818181818182,0.014:
71.5909090909091,0.014:
0.0,0.014:
0.0,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
214.77272727272728,0.014:
0.0,0.014:
0.0,0.014:
0.0,0.014:
214.77272727272728,0.014:
286.3636363636364,0.014:
214.77272727272728,0.014:
214.77272727272728,0.014:
214.77272727272728,0.014:
286.3636363636364,0.014:
286.3636363636364,0.014:
286.3636363636364,0.014:
0.0,0.014:
0.0,0.014:
0.0,0.014:
71.5909090909091,0.014:
214.77272727272728,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
0.0,0.014:
0.0,0.014:
0.0,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
286.3636363636364,0.014:
286.3636363636364,0.014:
0.0,0.014:
0.0,0.014:
71.5909090909091,0.014:
0.0,0.014:
0.0,0.014:
71.5909090909091,0.014:
143.1818181818182,0.014:
0.0,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
0.0,0.014:
71.5909090909091,0.014:
0.0,0.014:
0.0,0.014:
0.0,0.014:
0.0,0.014:
0.0,0.014:
0.0,0.014:
286.3636363636364,0.014:
0.0,0.014:
0.0,0.014:
0.0,0.014:
0.0,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
0.0,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
0.0,0.014:
71.5909090909091,0.014:
286.3636363636364,0.014:
286.3636363636364,0.014:
286.3636363636364,0.014:
286.3636363636364,0.014:
286.3636363636364,0.014:
71.5909090909091,0.014:
0.0,0.014:
0.0,0.014:
143.1818181818182,0.014:
71.5909090909091,0.014:
0.0,0.014:
214.77272727272728,0.014:
71.5909090909091,0.014:
0.0,0.014:
71.5909090909091,0.014:
214.77272727272728,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
286.3636363636364,0.014:
71.5909090909091,0.014:
143.1818181818182,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
71.5909090909091,0.014:
